Placa,Fecha Ultima Localizacion,Direccion,Latitud,Longitud,Alias,Taller Molina,Region,Fecha,Hora,Proveedor
BRJ-137,26/01/2023 18:08:40,"Ca. S/n, Asia, Lima. Peru",-12.751288333333333,-76.62128,BRJ137,False,Lima,26/01/2023,18:08,Comsatel
BEF-773,26/01/2023 18:08:33,3sg Cusco Peru ,-14.945165,-71.37917666666667,BEF773,False,Cusco,26/01/2023,18:08,Comsatel
BKV-828,26/01/2023 18:08:26,"Km 177, San Juan, Cajamarca, Cajamarca, Peru",-7.160493333333333,-78.50964,BKV828,False,Cajamarca,26/01/2023,18:08,Comsatel
BHN-794,26/01/2023 18:08:12,3sg Cusco Peru ,-14.872766666666667,-71.32056833333333,BHN794,False,Cusco,26/01/2023,18:08,Comsatel
BLQ-899,26/01/2023 18:07:56,"Av. Lima, Arequipa, Arequipa. Peru",-16.403705,-71.54217166666666,BLQ899,False,Arequipa,26/01/2023,18:07,Comsatel
BED-942,26/01/2023 18:07:35,3sg Cusco Peru ,-14.872783333333333,-71.32054166666667,BED942,False,Cusco,26/01/2023,18:07,Comsatel
BEF-758,26/01/2023 18:07:13,3sg Cusco Peru ,-14.864306666666666,-71.32433333333333,BEF758,False,Cusco,26/01/2023,18:07,Comsatel
BKD-747,26/01/2023 18:07:13,"20a, Peru",-11.005825,-76.41245,BKD747,False,Pasco,26/01/2023,18:07,Comsatel
BVM-308,26/01/2023 18:07:01,Carretera Central Junín Peru ,-11.59351,-76.12391333333333,BVM308,False,Junin,26/01/2023,18:07,Comsatel
BER-911,26/01/2023 17:58:40,"Ca. Las Camelias, La Molina, Lima. Peru",-12.079948333333334,-76.96746,BER911,False,Lima,26/01/2023,17:58,Comsatel
BER-907,26/01/2023 17:36:22,"Ca. Antebes Cuadra 1, La Molina, Lima. Peru",-12.071791666666666,-76.95398333333333,BER907,True,Lima,26/01/2023,17:36,Comsatel
BKD-759,26/01/2023 17:29:26,"Km 147, Yanacancha, Pasco, Pasco, Peru",-10.599258333333333,-76.18186666666666,BKD759,False,Pasco,26/01/2023,17:29,Comsatel
BNV-798,26/01/2023 17:28:18,"109, Peru, ",-15.683113333333333,-71.400055,BNV798,False,Arequipa,26/01/2023,17:28,Comsatel
BEQ-741,26/01/2023 17:23:44,"Ca. San Ignacio De Loyola Cuadra 2, La Molina, Lima. Peru",-12.072053333333333,-76.95442333333334,BEQ741,True,Lima,26/01/2023,17:23,Comsatel
BHM-917,26/01/2023 17:11:45,"Jr. Luis Carranza, Lima, Lima. Peru",-12.047745,-77.06925833333334,BHM917,False,Lima,26/01/2023,17:11,Comsatel
BHM-766,26/01/2023 16:50:19,"Jr. Luis Carranza, Lima, Lima. Peru",-12.047573333333334,-77.06936166666667,BHM766,False,Lima,26/01/2023,16:50,Comsatel
BEJ-627,26/01/2023 16:48:12,"Ca. S/n, Arequipa, Arequipa. Peru",-16.384676666666667,-71.55937666666667,BEJ627,False,Arequipa,26/01/2023,16:48,Comsatel
BCU-729,26/01/2023 16:45:47,"Ca. Antebes Cuadra 1, La Molina, Lima. Peru",-12.07195,-76.95394166666667,BCU729,True,Lima,26/01/2023,16:45,Comsatel
BHM-861,26/01/2023 16:45:17,"Jr. Luis Carranza, Lima, Lima. Peru",-12.047696666666667,-77.06932833333333,BHM861,False,Lima,26/01/2023,16:45,Comsatel
BKD-760,26/01/2023 16:40:52,20a Pasco Peru ,-11.00317,-76.41138333333333,BKD760,False,Pasco,26/01/2023,16:40,Comsatel
CBN-633,26/01/2023 16:31:23,"Jr. Paracas Cuadra 3, Pueblo Libre, Lima. Peru",-12.072478333333333,-77.07308,CBN633,False,Lima,26/01/2023,16:31,Comsatel
BHM-942,26/01/2023 16:22:42,"Km 124, San Marcos, Huari, Ancash, Peru",-9.545306666666667,-77.04977166666667,BHM942,False,Ancash,26/01/2023,16:22,Comsatel
BSS-892,26/01/2023 15:40:16,"Km 196, Grocio Prado, Chincha, Ica, Peru",-13.410315,-76.15395833333334,BSS892,False,Ica,26/01/2023,15:40,Comsatel
BKD-901,26/01/2023 14:07:20,20a Pasco Peru ,-11.003211666666667,-76.411395,BKD901,False,Pasco,26/01/2023,14:07,Comsatel
BCL-898,26/01/2023 09:30:21,,-5.9429533333333335,-80.72379,BCL898,False,Piura,26/01/2023,09:30,Comsatel
BRJ-006,26/01/2023 08:58:04,"Ca. Amador Merino Reyna Cuadra 4, San Isidro, Lima. Peru",-12.092515,-77.02692666666667,BRJ006,False,Lima,26/01/2023,08:58,Comsatel
BCL-777,26/01/2023 07:58:28,20a Pasco Peru ,-11.003118333333333,-76.411335,BCL777,False,Pasco,26/01/2023,07:58,Comsatel
BMO-895,25/01/2023 18:19:56,"Ca. Dean Valdivia Cuadra 1, San Isidro, Lima. Peru",-12.09326,-77.02713166666666,BMO895,False,Lima,25/01/2023,18:19,Comsatel
BRE-820,25/01/2023 18:14:59,"Mariscal Andres A. Caceres, Huancavelica, Peru, ",-12.774366666666667,-75.01161,BRE820,False,Huancavelica,25/01/2023,18:14,Comsatel
BEQ-783,25/01/2023 16:33:04,"Ca. San Ignacio De Loyola Cuadra 2, La Molina, Lima. Peru",-12.071966666666667,-76.954215,BEQ783,True,Lima,25/01/2023,16:33,Comsatel
BRZ-779,25/01/2023 15:26:08,"Mariscal Andres A. Caceres, Huancavelica, Peru, ",-12.775411666666667,-75.019875,BRZ779,False,Huancavelica,25/01/2023,15:26,Comsatel
BHM-915,24/01/2023 22:32:25,"Pje. S/n, La Molina, Lima. Peru",-12.07201,-76.95376333333333,BHM915,True,Lima,24/01/2023,22:32,Comsatel
BER-909,24/01/2023 18:28:52,"Ca. Las Camelias, La Molina, Lima. Peru",-12.079853333333332,-76.967115,BER909,False,Lima,24/01/2023,18:28,Comsatel
BEP-715,24/01/2023 16:41:26,"Ca. Antebes Cuadra 1, La Molina, Lima. Peru",-12.071761666666667,-76.95354333333333,BEP715,True,Lima,24/01/2023,16:41,Comsatel
BHM-765,23/01/2023 14:59:31,"Av. Antenor Orrego, Trujillo, La Libertad. Peru",-8.115721666666667,-79.04368833333334,BHM765,False,La Libertad,23/01/2023,14:59,Comsatel
AWZ-733,23/01/2023 13:09:09,"Av. Santo Toribio Cuadra 1, San Isidro, Lima. Peru",-12.096815,-77.03833166666666,AWZ733,False,Lima,23/01/2023,13:09,Comsatel
BMU-181,22/01/2023 20:25:05,"Ca. Via Central Cuadra 1, San Isidro, Lima. Peru",-12.097733333333334,-77.03875666666667,BMU181,False,Lima,22/01/2023,20:25,Comsatel
BEQ-802,22/01/2023 02:37:22,"Av. Javier Prado Este Cuadra 51, Santiago De Surco, Lima. Peru",-12.08006,-76.96691333333334,BEQ802,False,Lima,22/01/2023,02:37,Comsatel
BEQ-784,20/01/2023 16:38:51,"Ca. Las Camelias Cuadra 3, La Molina, Lima. Peru",-12.08009,-76.96770166666667,BEQ784,False,Lima,20/01/2023,16:38,Comsatel
BEQ-800,20/01/2023 13:45:00,"Ca. Las Camelias, La Molina, Lima. Peru",-12.079951666666666,-76.96733166666667,BEQ800,False,Lima,20/01/2023,13:45,Comsatel
BER-730,20/01/2023 12:37:08,"Ca. Las Camelias, La Molina, Lima. Peru",-12.079795,-76.96707666666667,BER730,False,Lima,20/01/2023,12:37,Comsatel
BER-705,20/01/2023 12:07:36,"Ca. Los Ceibos, La Molina, Lima. Peru",-12.079425,-76.96698333333333,BER705,False,Lima,20/01/2023,12:07,Comsatel
BCU-780,17/01/2023 13:00:10,"Av. General Juan Antonio Pezet Cuadra 1, San Isidro, Lima. Peru",-12.103995,-77.039085,BCU780,False,Lima,17/01/2023,13:00,Comsatel
BRJ-619,16/01/2023 20:49:55,"Ca. San Ignacio De Loyola Cuadra 2, La Molina, Lima. Peru",-12.071763333333333,-76.95421833333333,BRJ619,True,Lima,16/01/2023,20:49,Comsatel
BEP-718,16/01/2023 11:02:37,"Ca. San Ignacio De Loyola Cuadra 2, La Molina, Lima. Peru",-12.071571666666667,-76.95416833333333,BEP718,True,Lima,16/01/2023,11:02,Comsatel
BFN-712,16/01/2023 07:41:43,"Peru, ",-14.099208333333333,-72.30898666666667,BFN712,False,Apurimac,16/01/2023,07:41,Comsatel
BCV-754,11/01/2023 17:00:37,"Av. Camino Real Cuadra 9, San Isidro, Lima. Peru",-12.103975,-77.03850833333334,BCV754,False,Lima,11/01/2023,17:00,Comsatel
BKD-764,11/01/2023 10:55:27,"Ca. San Ignacio De Loyola Cuadra 2, La Molina, Lima. Peru",-12.071983333333334,-76.95466833333333,BKD764,True,Lima,11/01/2023,10:55,Comsatel
BCV-722,10/01/2023 15:40:25,"Av. Camino Real Cuadra 10, San Isidro, Lima. Peru",-12.104108333333333,-77.03878666666667,BCV722,False,Lima,10/01/2023,15:40,Comsatel
BCY-887,10/01/2023 15:37:44,"Av. Camino Real Cuadra 7, San Isidro, Lima. Peru",-12.10161,-77.0383,BCY887,False,Lima,10/01/2023,15:37,Comsatel
BSD-879,09/01/2023 15:29:34,"Peru, ",-13.048841666666666,-74.98299833333333,BSD879,False,Huancavelica,09/01/2023,15:29,Comsatel
BMP-430,04/01/2023 17:14:45,"Ca. Antero Aspillaga, San Isidro, Lima. Peru",-12.10271,-77.03318666666667,BMP430,False,Lima,04/01/2023,17:14,Comsatel
BSI-819,29/12/2022 04:25:30,"34a, Per@",-16.17715,-71.64781333333333,BSI819,False,Arequipa,29/12/2022,04:25,Comsatel
BSJ-741,29/12/2022 04:25:26,34a Arequipa Peru ,-16.178875,-71.64714333333333,BSJ741,False,Arequipa,29/12/2022,04:25,Comsatel
BSJ-797,28/12/2022 17:39:00,"Km 3, La Joya, Arequipa, Arequipa, Peru",-16.528861666666668,-71.76133333333334,BSJ797,False,Arequipa,28/12/2022,17:39,Comsatel
BRR-868,26/12/2022 13:55:11,"Peru, ",-13.048875,-74.98245333333334,BRR868,False,Huancavelica,26/12/2022,13:55,Comsatel
BHM-925,21/12/2022 12:22:02,Aviación Arequipa Arequipa Peru ,-16.363926666666668,-71.56231833333334,BHM925,False,Arequipa,21/12/2022,12:22,Comsatel
BRD-838,20/12/2022 13:38:35,"Mariscal Andres A. Caceres, Huancavelica, Peru, ",-12.775371666666667,-75.01783333333333,BRD838,False,Huancavelica,20/12/2022,13:38,Comsatel
BHM-862,19/12/2022 15:26:59,"Pje. S/n, La Molina, Lima. Peru",-12.072303333333334,-76.95383166666667,BHM862,True,Lima,19/12/2022,15:26,Comsatel
BRE-748,13/12/2022 04:33:07,"3A, Peru",-12.775165,-75.02086166666666,BRE748,False,Huancavelica,13/12/2022,04:33,Comsatel
BRD-836,11/12/2022 11:39:05,"108, Peru, ",-13.198405,-75.09382,BRD836,False,Huancavelica,11/12/2022,11:39,Comsatel
BRZ-741,08/12/2022 08:42:31,"Unnamed Road, Peru, ",-12.774668333333333,-75.009435,BRZ741,False,Huancavelica,08/12/2022,08:42,Comsatel
BKD-902,29/11/2022 17:05:06,"Ca. San Ignacio De Loyola Cuadra 2, La Molina, Lima. Peru",-12.07195,-76.95422333333333,BKD902,True,Lima,29/11/2022,17:05,Comsatel
ATN-777,29/11/2022 13:30:09,"Ca. S/n, Arequipa, Arequipa. Peru",-16.420248333333333,-71.52507666666666,ATN777,False,Arequipa,29/11/2022,13:30,Comsatel
BER-908,24/11/2022 16:18:03,"Ca. San Ignacio De Loyola Cuadra 2, La Molina, Lima. Peru",-12.072736666666668,-76.95421166666667,BER908,False,Lima,24/11/2022,16:18,Comsatel
BEB-884,18/11/2022 12:32:42,3sg Cusco Peru ,-14.915016666666666,-71.32375833333333,BEB884,False,Cusco,18/11/2022,12:32,Comsatel
BSE-745,07/11/2022 12:04:29,"Peru, ",-13.062016666666667,-74.98984166666666,BSE745,False,Huancavelica,07/11/2022,12:04,Comsatel
BEE-753,01/11/2022 17:59:09,3sg Cusco Peru ,-14.872908333333333,-71.32063166666667,BEE753,False,Cusco,01/11/2022,17:59,Comsatel
BRR-921,24/10/2022 08:24:43,"HV-115, Peru",-13.048021666666667,-74.98069833333334,BRR921,False,Huancavelica,24/10/2022,08:24,Comsatel
BRD-939,08/10/2022 02:08:53,"Peru, ",-13.068808333333333,-74.981695,BRD939,False,Huancavelica,08/10/2022,02:08,Comsatel
BRE-722,08/10/2022 02:01:15,"Peru, ",-13.061916666666667,-74.99018,BRE722,False,Huancavelica,08/10/2022,02:01,Comsatel
ATO-912,27/09/2022 00:12:16,"Peru, ",-14.099821666666667,-72.31024333333333,ATO912,False,Apurimac,27/09/2022,00:12,Comsatel
AVG-768,21/09/2022 00:16:01,"PRFJ+MP Huanchuy, Peru",-9.275896666666666,-78.16869666666666,AVG768,False,Ancash,21/09/2022,00:16,Comsatel
AZU-793,20/09/2022 02:08:57,"30C, Peru, ",-11.60525,-69.26171,AZU793,False,Madre de Dios,20/09/2022,02:08,Comsatel
