Alias,Fecha Ultima Localizacion,Latitud,Longitud,Direccion,Placa,Taller Molina,Region,Fecha,Hora,Proveedor
BCV-762 [PACASMAYO],2023-01-26 18:36:49,-5.99562,-77.2734,"CARRETERA FERNANDO BELAUNDE TERRY,RIOJA,RIOJA,SAN MARTIN",BCV-762,False,San Martin,2023-01-26,18:36,Hunter
BCV-763 [PACASMAYO],2023-01-26 18:36:30,-6.06229,-77.1667,"(-6.0622,-77.1666),RIOJA,RIOJA,SAN MARTIN",BCV-763,False,San Martin,2023-01-26,18:36,Hunter
BCV-772 [PACASMAYO],2023-01-26 18:35:13,-8.0832,-79.0445,"AVENIDA JOSE GABRIEL CONDORCANQUI,TRUJILLO,LA LIBERTAD",BCV-772,False,La Libertad,2023-01-26,18:35,Hunter
BCV-773 [PACASMAYO],2023-01-26 18:35:10,-7.4114,-79.5526,"PANAMERICANA NORTE,SAN PEDRO DE LLOC,LA LIBERTAD",BCV-773,False,La Libertad,2023-01-26,18:35,Hunter
BCV-786 [PACASMAYO],2023-01-26 18:09:53,-8.13843,-79.0093,"PANAMERICANA NORTE,TRUJILLO,LA LIBERTAD",BCV-786,False,La Libertad,2023-01-26,18:09,Hunter
BCV-787 [PACASMAYO],2023-01-26 17:51:38,-7.20353,-78.4327,"CARRETERA SAN MARCOS,CAJAMARCA,CAJAMARCA",BCV-787,False,Cajamarca,2023-01-26,17:51,Hunter
BCV-788 [PACASMAYO],2023-01-26 18:35:44,-8.07044,-79.1205,"AVENIDA VICTOR LARCO HERRERA,HUANCHACO,LA LIBERTAD",BCV-788,False,La Libertad,2023-01-26,18:35,Hunter
BCV-790 [PACASMAYO],2023-01-26 17:48:21,-7.4079,-79.552,"PANAMERICANA NORTE,SAN PEDRO DE LLOC,LA LIBERTAD",BCV-790,False,La Libertad,2023-01-26,17:48,Hunter
BCV-792 [PACASMAYO],2023-01-26 18:23:21,-7.40983,-79.5538,"PANAMERICANA NORTE,SAN PEDRO DE LLOC,LA LIBERTAD",BCV-792,False,La Libertad,2023-01-26,18:23,Hunter
BCV-794 [PACASMAYO],2023-01-26 18:35:23,-7.30562,-79.4794,"PANAMERICANA NORTE,GUADALUPE,LA LIBERTAD",BCV-794,False,La Libertad,2023-01-26,18:35,Hunter
BCV-839 [PACASMAYO],2023-01-26 17:38:07,-5.1707,-80.63,"(-5.1706,-80.6299),PIURA,PIURA",BCV-839,False,Piura,2023-01-26,17:38,Hunter
BCV-840 [PACASMAYO],2023-01-26 18:31:55,-5.16754,-80.7151,"CARRETERA PAITA - PIURA,26 DE OCTUBRE,PIURA",BCV-840,False,Piura,2023-01-26,18:31,Hunter
BCV-841 [PACASMAYO],2023-01-26 18:27:28,-8.11838,-79.0393,"AVENIDA JUAN PABLO II,TRUJILLO,LA LIBERTAD",BCV-841,False,La Libertad,2023-01-26,18:27,Hunter
BCV-842 [PACASMAYO],2023-01-26 18:36:33,-7.51647,-79.4016,"PANAMERICANA NORTE,SAN PEDRO DE LLOC,LA LIBERTAD",BCV-842,False,La Libertad,2023-01-26,18:36,Hunter
BCV-843 [PACASMAYO],2023-01-26 18:08:41,-7.40801,-79.5535,"PANAMERICANA NORTE,SAN PEDRO DE LLOC,LA LIBERTAD",BCV-843,False,La Libertad,2023-01-26,18:08,Hunter
BCV-844 [PACASMAYO],2023-01-26 18:35:56,-5.2955,-80.6176,"PANAMERICANA NORTE,EL TALLAN,PIURA",BCV-844,False,Piura,2023-01-26,18:35,Hunter
BCV-845 [PACASMAYO],2023-01-26 18:18:47,-8.11576,-79.0243,"CALLE HUAYNA CAPAC,TRUJILLO,LA LIBERTAD",BCV-845,False,La Libertad,2023-01-26,18:18,Hunter
BCV-848 [PACASMAYO],2023-01-26 17:59:35,-7.40979,-79.5537,"PANAMERICANA NORTE,SAN PEDRO DE LLOC,LA LIBERTAD",BCV-848,False,La Libertad,2023-01-26,17:59,Hunter
BDG-852 [PACASMAYO],2023-01-25 14:42:34,-5.9959,-77.2731,"CARRETERA FERNANDO BELAUNDE TERRY,RIOJA,RIOJA,SAN MARTIN",BDG-852,False,San Martin,2023-01-25,14:42,Hunter
BDG-888 [PACASMAYO],2023-01-26 18:33:43,-5.99751,-77.2736,"CARRETERA FERNANDO BELAUNDE TERRY,RIOJA,RIOJA,SAN MARTIN",BDG-888,False,San Martin,2023-01-26,18:33,Hunter
BDG-933 [PACASMAYO],2023-01-26 17:53:47,-6.48174,-76.3623,"JIRON FEDERICO SANCHEZ,TARAPOTO,SAN MARTIN",BDG-933,False,San Martin,2023-01-26,17:53,Hunter
BDH-771 [PACASMAYO],2023-01-26 18:37:00,-8.12798,-79.0398,"CALLE SANTA LUCIA,TRUJILLO,LA LIBERTAD",BDH-771,False,La Libertad,2023-01-26,18:37,Hunter
BDH-779 [PACASMAYO],2023-01-26 18:36:37,-6.05346,-77.1578,"CARRETERA FERNANDO BELAUNDE TERRY,RIOJA,RIOJA,SAN MARTIN",BDH-779,False,San Martin,2023-01-26,18:36,Hunter
BDJ-727 [PACASMAYO],2023-01-26 18:05:42,-6.49231,-76.3383,"(-6.4923,-76.3382),TARAPOTO,SAN MARTIN",BDJ-727,False,San Martin,2023-01-26,18:05,Hunter
BHM-764,2023-01-26 18:35:24,-8.05331,-79.0612,"CALLE MAMA OCLLO,TRUJILLO,LA LIBERTAD",BHM-764,False,La Libertad,2023-01-26,18:35,Hunter
BHN-701,2023-01-26 18:15:48,-8.2242,-78.9783,"(-8.2242,-78.9782),TRUJILLO,LA LIBERTAD",BHN-701,False,La Libertad,2023-01-26,18:15,Hunter
BJL-700 [PACASMAYO],2023-01-26 18:36:01,-8.12447,-79.0412,"AVENIDA LOS COLIBRIES,TRUJILLO,LA LIBERTAD",BJL-700,False,La Libertad,2023-01-26,18:36,Hunter
BLI-922,2023-01-26 17:59:09,-7.4067,-79.5604,"(-7.4067,-79.5603),PACASMAYO,LA LIBERTAD",BLI-922,False,La Libertad,2023-01-26,17:59,Hunter
BLJ-847,2023-01-26 18:36:23,-7.25335,-79.4853,"PANAMERICANA NORTE,GUADALUPE,LA LIBERTAD",BLJ-847,False,La Libertad,2023-01-26,18:36,Hunter
BMQ-868,2023-01-26 18:36:42,-5.22697,-80.6358,"(-5.2269,-80.6357),CASTILLA,PIURA",BMQ-868,False,Piura,2023-01-26,18:36,Hunter
BNV-848,2023-01-26 13:16:59,-8.02377,-79.0666,"CALLE TUPAC AMARU,HUANCHACO,LA LIBERTAD",BNV-848,False,La Libertad,2023-01-26,13:16,Hunter
BCU-736 [MBR SCANIA H001],2023-01-26 18:35:50,-6.35365,-79.7782,"RUTA 1B,JAYANCA,LAMBAYEQUE",BCU-736,False,Lambayeque,2023-01-26,18:35,Hunter
BKV-774 [MBR SCANIA H04],2023-01-26 18:37:02,-10.7579,-76.2635,"(-10.7578,-76.2635),TINYAHUARCO,PASCO",BKV-774,False,Pasco,2023-01-26,18:37,Hunter
BAU-847 [MBR TRANS MERIDIAN 1],2023-01-26 18:28:58,-12.0709,-77.088,"CALLE CASMIRO ULLOA,SAN MIGUEL,LIMA",BAU-847,False,Lima,2023-01-26,18:28,Hunter
|BFD-883 CARLOS ESCUDERO|,2023-01-26 17:54:02,-14.8275,-74.9481,"PANAMERICANA SUR,NAZCA,NAZCA,ICA",BFD-883,False,Ica,2023-01-26,17:54,Hunter
|BFD-884 RUFINO VEGA|,2023-01-26 18:36:15,-12.0748,-76.9508,"ALPAMAYO,LA MOLINA,LIMA",BFD-884,False,Lima,2023-01-26,18:36,Hunter
|BFD-885 JUAN ALMENDRAS|,2023-01-26 18:34:00,-8.94146,-78.5623,"(-8.9414,-78.5623),CHIMBOTE,ANCASH",BFD-885,False,Ancash,2023-01-26,18:34,Hunter
|BFD-886 MARIO RAMIREZ S.|,2023-01-26 18:36:31,-9.87284,-76.1785,"CARRETERA CENTRAL,AMARILIS,HUANUCO",BFD-886,False,Huanuco,2023-01-26,18:36,Hunter
|BFE-746 SIN ASIGNADO|,2023-01-25 16:14:20,-12.0716,-76.954,"AVENIDA JAVIER PRADO ESTE,LA MOLINA,LIMA",BFE-746,True,Lima,2023-01-25,16:14,Hunter
|BFE-747 ELOY MARTINEZ|,2023-01-26 18:31:20,-12.0904,-75.1968,"CALLE REAL,CHILCA,JUNIN",BFE-747,False,Junin,2023-01-26,18:31,Hunter
|BFE-748 IVAN FERNANDEZ|,2023-01-26 17:56:28,-5.93736,-77.3097,"(-5.9373,-77.3097),NUEVA CAJAMARCA,SAN MARTIN",BFE-748,False,San Martin,2023-01-26,17:56,Hunter
|BFE-792 ELVIS CARBAJAL|,2023-01-26 18:10:57,-13.5613,-76.1634,"(-13.5612,-76.1633),CHINCHA BAJA,ICA",BFE-792,False,Ica,2023-01-26,18:10,Hunter
"|BFE-912 FERNANDEZ, LUIS|",2023-01-26 18:27:30,-5.26967,-80.6767,"(-5.2696,-80.6766),CATACAOS,PIURA",BFE-912,False,Piura,2023-01-26,18:27,Hunter
|BFE-913 JUSTO ZAPANA M.|,2023-01-26 18:33:23,-16.4261,-71.8214,"(-16.4261,-71.8213),LA JOYA,AREQUIPA",BFE-913,False,Arequipa,2023-01-26,18:33,Hunter
|BFE-914 BRANDO QUISPE|,2023-01-26 18:25:10,-13.164,-74.2218,"AVENIDA RAMON CASTILLA,SAN JUAN BAUTISTA,AYACUCHO",BFE-914,False,Ayacucho,2023-01-26,18:25,Hunter
|BFE-915 CARLOS CARRIZALES|,2023-01-26 18:06:24,-14.0886,-75.7476,"(-14.0885,-75.7476),ICA,ICA",BFE-915,False,Ica,2023-01-26,18:06,Hunter
|BFF-711 LUIS ESPINOZA GALVEZ|,2023-01-26 18:36:09,-6.74176,-79.6946,"(-6.7417,-79.6946),TUMAN,LAMBAYEQUE",BFF-711,False,Lambayeque,2023-01-26,18:36,Hunter
|BFF-712 ISAIAS MARINO|,2023-01-26 18:09:51,-9.91149,-76.2309,"(-9.9114,-76.230),AMARILIS,HUANUCO",BFF-712,False,Huanuco,2023-01-26,18:09,Hunter
|BFF-736 SIN ASIGNADO|,2023-01-11 12:54:41,-12.1819,-76.9953,"CALLE LOS METEOROS,CHORRILLOS,LIMA",BFF-736,False,Lima,2023-01-11,12:54,Hunter
|BFF-737 MIGUEL VALLE|,2023-01-26 17:46:08,-10.75,-77.7607,"AVENIDA LIMA,BARRANCA,LIMA",BFF-737,False,Lima,2023-01-26,17:46,Hunter
|BFF-738 HENRY LUNA|,2023-01-26 18:37:03,-14.0789,-75.7379,"AVENIDA LOS MAESTROS,ICA,ICA",BFF-738,False,Ica,2023-01-26,18:37,Hunter
|BFF-767 BENITO LIMAS|,2023-01-26 18:12:58,-9.27929,-77.6483,"AV. PROGRESO,CARHUAZ,ANCASH",BFF-767,False,Ancash,2023-01-26,18:12,Hunter
|BFF-768 RONALD ACHAHUI|,2023-01-26 18:29:17,-13.5356,-71.909,"(-13.5356,-71.9089),SAN SEBASTIAN,CUSCO",BFF-768,False,Cusco,2023-01-26,18:29,Hunter
|BFF-769 DIEGO COLQUE|,2023-01-26 18:36:50,-16.2764,-72.4465,"AR-549,CAMANA,AREQUIPA",BFF-769,False,Arequipa,2023-01-26,18:36,Hunter
|BFF-813 GUSTAVO QUISPE|,2023-01-26 18:30:47,-10.7523,-77.7607,"JIRON RAMON CASTILLA,BARRANCA,LIMA",BFF-813,False,Lima,2023-01-26,18:30,Hunter
|BFF-814 FERNANDO GALARRETA|,2023-01-26 18:33:06,-10.7502,-77.7605,"AVENIDA LIMA,BARRANCA,LIMA",BFF-814,False,Lima,2023-01-26,18:33,Hunter
|BFF-815 JHONATAN HUATAY|,2023-01-26 18:36:50,-7.06434,-76.584,"MARISCAL CACERES,BELLAVISTA,SAN MARTIN",BFF-815,False,San Martin,2023-01-26,18:36,Hunter
|BFF-821 FERNANDO HUAMAN|,2023-01-26 18:35:30,-11.4932,-77.2021,"ANDRES DE LOS REYES,HUARAL,HUARAL,LIMA",BFF-821,False,Lima,2023-01-26,18:35,Hunter
|BFF-822 ROBERT CHAVARRIA BERROSPI|,2023-01-26 18:36:25,-10.7459,-77.757,"JIRON LAURIAMA,BARRANCA,LIMA",BFF-822,False,Lima,2023-01-26,18:36,Hunter
"|BFF-823 FLORES, FREDY|",2023-01-26 18:19:11,-10.0673,-78.1482,"AVENIDA AIJA,HUARMEY,ANCASH",BFF-823,False,Ancash,2023-01-26,18:19,Hunter
|BFF-824 SIN ASIGNADO|,2023-01-26 18:05:55,-12.044,-75.2144,"JIRON SAN JOSE,EL TAMBO,JUNIN",BFF-824,False,Junin,2023-01-26,18:05,Hunter
|BFF-845 MICHEL DE LA CRUZ|,2023-01-26 18:34:22,-16.426,-71.8218,"LUZ SOLDAN,LA JOYA,AREQUIPA",BFF-845,False,Arequipa,2023-01-26,18:34,Hunter
|BJE-718 ERI GUERRERO S.|,2023-01-26 18:12:57,-5.19221,-80.6367,"OTTO TONSMAN,PIURA,PIURA",BJE-718,False,Piura,2023-01-26,18:12,Hunter
|BKD-890 JHONNY CARRASCO|,2023-01-26 17:56:40,-5.19018,-80.6448,"GIRON VILLAR,PIURA,PIURA",BKD-890,False,Piura,2023-01-26,17:56,Hunter
|BKD-900 RICHARD ARRIETA|,2023-01-26 18:05:17,-11.4129,-75.6843,"PE-22B,TARMA,JUNIN",BKD-900,False,Junin,2023-01-26,18:05,Hunter
|BKE-892 JHONY BAUTISTA|,2023-01-26 18:11:23,-7.1381,-79.4652,"PANAMERICANA NORTE,CHEPEN,LA LIBERTAD",BKE-892,False,La Libertad,2023-01-26,18:11,Hunter
|BKE-902 BRYAN CONTRERAS|,2023-01-26 18:15:16,-8.12468,-79.0393,"AVENIDA VICTOR LARCO HERRERA,VICTOR LARCO HERRERA,LA LIBERTAD",BKE-902,False,La Libertad,2023-01-26,18:15,Hunter
|BKE-932 MIRKO VILELA|,2023-01-26 18:26:37,-5.2859,-78.8057,"(-5.2858,-78.8056),SAN IGNACIO,CAJAMARCA",BKE-932,False,Cajamarca,2023-01-26,18:26,Hunter
"|BKF-742 NUÑEZ, JAVIER|",2023-01-26 18:32:41,-14.0692,-75.7457,"CAMINO A LA VICTORIA,ICA,ICA",BKF-742,False,Ica,2023-01-26,18:32,Hunter
|BKF-836 GILMER TIRADO|,2023-01-26 18:35:20,-9.11584,-78.5413,"AVENIDA VICTOR RAUL HAYA DE LA TORRE,NUEVO CHIMBOTE,ANCASH",BKF-836,False,Ancash,2023-01-26,18:35,Hunter
|BKJ-770 JUAN FLORES|,2023-01-26 05:46:20,-12.1774,-77.0029,"JIRON PERSEO,CHORRILLOS,LIMA",BKJ-770,False,Lima,2023-01-26,05:46,Hunter
|BKJ-905 MONTENEGRO RODRIGUEZ EDWIN|,2023-01-26 17:57:25,-8.12463,-79.0394,"AVENIDA VICTOR LARCO HERRERA,VICTOR LARCO HERRERA,LA LIBERTAD",BKJ-905,False,La Libertad,2023-01-26,17:57,Hunter
|BKJ-912 CESAR CUCHO|,2023-01-26 18:36:52,-14.041,-75.7144,"(-14.0409,-75.7144),PARCONA,ICA",BKJ-912,False,Ica,2023-01-26,18:36,Hunter
|BLR-943 SEGUNDO COLUNCHE|,2023-01-26 18:25:18,-6.64041,-79.7888,"NICANOR CARMONA,FERRENAFE,FERRENAFE,LAMBAYEQUE",BLR-943,False,Lambayeque,2023-01-26,18:25,Hunter
|CAO-651 GARCIA PAREDES JORGE LUIS|,2023-01-26 18:05:29,-12.097,-76.9245,"JIRON OMEGA,LA MOLINA,LIMA",CAO-651,False,Lima,2023-01-26,18:05,Hunter
15S4CCNGN1100143,2023-01-26 17:38:09,-12.0195,-77.1061,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",,False,Lima,2023-01-26,17:38,Hunter
BDN-864 [PAMELA LARRAURI - LIMA],2023-01-26 17:21:27,-12.1026,-76.9704,"AVENIDA LA ENCALADA,SANTIAGO DE SURCO,LIMA",BDN-864,False,Lima,2023-01-26,17:21,Hunter
BDN-865 [FAM H01],2023-01-26 17:52:40,-10.5278,-76.1805,"LONGITUDINAL DE LA SIERRA NORTE,PASCO,PASCO",BDN-865,False,Pasco,2023-01-26,17:52,Hunter
BDN-910 [GERMAN LUYO  - CAÑETE],2023-01-26 18:29:58,-13.4082,-76.1554,"(-13.4081,-76.1554),CHINCHA,ICA",BDN-910,False,Ica,2023-01-26,18:29,Hunter
BDN-931 [JUAN VALDEZ - NORTE CHICO],2023-01-26 18:22:45,-11.4928,-77.2019,"ANDRES DE LOS REYES,HUARAL,HUARAL,LIMA",BDN-931,False,Lima,2023-01-26,18:22,Hunter
BDO-789 [JULIAN RAMOS - PIURA],2023-01-09 18:42:04,-5.18519,-80.6438,"PE-02,PIURA,PIURA",BDO-789,False,Piura,2023-01-09,18:42,Hunter
BDO-879 [FAM H02],2023-01-26 18:22:47,-11.6409,-76.2315,"(-11.6409,-76.2315),HUAROCHIRI,LIMA",BDO-879,False,Lima,2023-01-26,18:22,Hunter
BDO-880 [ERNESTO ALVARADO- JUNIN],2023-01-26 18:25:55,-11.9949,-75.3319,"(-11.9949,-75.3318),ORCOTUNA,JUNIN",BDO-880,False,Junin,2023-01-26,18:25,Hunter
BEB-803,2023-01-26 18:10:52,-13.0765,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-803,False,Lima,2023-01-26,18:10,Hunter
BEB-806,2021-08-05 20:04:15,-13.079,-75.9921,"CHAVÍN, CHINCHA, ICA, PERU",BEB-806,False,Lima,2021-08-05,20:04,Hunter
BEB-819,2023-01-26 18:04:30,-13.086,-75.9946,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-819,False,Lima,2023-01-26,18:04,Hunter
BEB-824,2023-01-26 18:10:03,-13.0766,-75.99,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-824,False,Lima,2023-01-26,18:10,Hunter
BEB-832,2023-01-26 18:22:19,-13.0766,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-832,False,Lima,2023-01-26,18:22,Hunter
BEB-833,2023-01-26 18:32:42,-13.0765,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-833,False,Lima,2023-01-26,18:32,Hunter
BEB-835,2023-01-26 18:19:56,-13.0769,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-835,False,Lima,2023-01-26,18:19,Hunter
BEB-841,2023-01-26 17:58:20,-13.0769,-75.9902,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-841,False,Lima,2023-01-26,17:58,Hunter
BEB-843,2023-01-26 18:12:56,-13.0797,-75.994,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-843,False,Lima,2023-01-26,18:12,Hunter
BEB-844,2023-01-25 19:46:21,-13.0786,-75.9925,"(-13.0786,-75.9924),CHAVIN,ICA",BEB-844,False,Lima,2023-01-25,19:46,Hunter
BEB-845,2023-01-26 18:32:32,-13.0794,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-845,False,Lima,2023-01-26,18:32,Hunter
BEB-846,2023-01-26 18:32:06,-13.0772,-75.9915,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-846,False,Lima,2023-01-26,18:32,Hunter
BEB-857,2023-01-26 18:35:48,-13.0866,-75.9945,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-857,False,Lima,2023-01-26,18:35,Hunter
BEB-858,2023-01-26 17:59:59,-13.0766,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-858,False,Lima,2023-01-26,17:59,Hunter
BEB-859,2023-01-26 18:11:38,-13.0768,-75.9916,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-859,False,Lima,2023-01-26,18:11,Hunter
BEB-860,2023-01-26 18:16:20,-13.0767,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-860,False,Lima,2023-01-26,18:16,Hunter
BEB-867,2023-01-26 17:21:00,-12.0717,-76.9546,"LAS OROPENDOLAS,LA MOLINA,LIMA",BEB-867,True,Lima,2023-01-26,17:21,Hunter
BEB-868,2023-01-26 18:16:54,-13.0797,-75.9941,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-868,False,Lima,2023-01-26,18:16,Hunter
BEB-869,2023-01-26 18:35:22,-13.0768,-75.9911,0 / 0,BEB-869,False,Lima,2023-01-26,18:35,Hunter
BEB-872,2023-01-26 18:32:00,-13.0767,-75.9913,0 / 0,BEB-872,False,Lima,2023-01-26,18:32,Hunter
BEB-876,2023-01-26 17:58:53,-13.0768,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-876,False,Lima,2023-01-26,17:58,Hunter
BEB-878,2023-01-26 18:27:31,-13.0765,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-878,False,Lima,2023-01-26,18:27,Hunter
BEB-883,2023-01-26 18:33:52,-13.0796,-75.9938,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-883,False,Lima,2023-01-26,18:33,Hunter
BEB-888,2023-01-26 18:07:00,-13.0774,-75.9921,"(-13.0773,-75.9920),CHAVIN,ICA",BEB-888,False,Lima,2023-01-26,18:07,Hunter
BEB-891,2023-01-26 18:13:18,-13.087,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-891,False,Lima,2023-01-26,18:13,Hunter
BEB-892,2023-01-26 18:12:44,-13.0776,-75.9919,0 / 0,BEB-892,False,Lima,2023-01-26,18:12,Hunter
BEB-893,2023-01-26 18:24:47,-13.0797,-75.994,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-893,False,Lima,2023-01-26,18:24,Hunter
BEB-925,2023-01-26 17:48:49,-13.0767,-75.9912,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-925,False,Lima,2023-01-26,17:48,Hunter
BEB-931,2023-01-26 18:37:04,-13.0794,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-931,False,Lima,2023-01-26,18:37,Hunter
BEB-934,2023-01-26 17:41:59,-13.0768,-75.9917,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-934,False,Lima,2023-01-26,17:41,Hunter
BEB-938,2023-01-26 18:15:28,-13.0767,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-938,False,Lima,2023-01-26,18:15,Hunter
BEB-939,2023-01-26 15:36:55,-13.0743,-75.987,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-939,False,Lima,2023-01-26,15:36,Hunter
BEB-940,2023-01-26 18:29:32,-13.0798,-75.9942,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-940,False,Lima,2023-01-26,18:29,Hunter
BEB-941,2023-01-26 17:42:10,-13.0769,-75.9902,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-941,False,Lima,2023-01-26,17:42,Hunter
BEC-776,2023-01-26 18:33:16,-13.0771,-75.9919,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-776,False,Lima,2023-01-26,18:33,Hunter
BEC-777,2023-01-26 18:30:41,-13.0788,-75.992,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-777,False,Lima,2023-01-26,18:30,Hunter
BEC-778,2023-01-26 18:31:19,-13.0765,-75.9898,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-778,False,Lima,2023-01-26,18:31,Hunter
BEC-821,2023-01-26 18:36:01,-13.087,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-821,False,Lima,2023-01-26,18:36,Hunter
BEC-822,2023-01-26 18:24:43,-13.077,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-822,False,Lima,2023-01-26,18:24,Hunter
BEC-823,2022-12-18 15:00:15,-13.0797,-75.994,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-823,False,Lima,2022-12-18,15:00,Hunter
BEC-830,2023-01-26 18:26:47,-13.077,-75.9902,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-830,False,Lima,2023-01-26,18:26,Hunter
BEC-846,2023-01-26 18:06:27,-13.0768,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-846,False,Lima,2023-01-26,18:06,Hunter
BEC-847,2023-01-26 18:06:08,-13.0769,-75.9916,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-847,False,Lima,2023-01-26,18:06,Hunter
BEC-864,2023-01-26 12:51:29,-13.079,-75.9921,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-864,False,Lima,2023-01-26,12:51,Hunter
BEC-871,2021-08-05 19:07:03,-13.079,-75.9921,"CHAVÍN, CHINCHA, ICA, PERU",BEC-871,False,Lima,2021-08-05,19:07,Hunter
BEC-874,2023-01-26 18:25:33,-13.0766,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-874,False,Lima,2023-01-26,18:25,Hunter
BEC-875,2023-01-26 18:23:11,-13.087,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-875,False,Lima,2023-01-26,18:23,Hunter
BEC-923,2023-01-26 18:17:42,-13.0862,-75.9947,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-923,False,Lima,2023-01-26,18:17,Hunter
BEC-924,2023-01-26 18:06:27,-13.0768,-75.9917,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-924,False,Lima,2023-01-26,18:06,Hunter
BED-867,2023-01-26 18:29:48,-13.0791,-75.9931,"CHAVÍN, CHINCHA, ICA, PERU",BED-867,False,Lima,2023-01-26,18:29,Hunter
BED-868,2023-01-26 17:57:11,-13.0763,-75.9918,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BED-868,False,Lima,2023-01-26,17:57,Hunter
BED-869,2023-01-26 18:36:55,-13.0794,-75.9937,0 / 0,BED-869,False,Lima,2023-01-26,18:36,Hunter
BEP-783 [JULIAN RAMOS - PIURA],2023-01-26 18:36:24,-5.07937,-80.6688,"PI-519,PIURA,PIURA",BEP-783,False,Piura,2023-01-26,18:36,Hunter
BEP-786 [CARLOS JIMENEZ -ICA],2023-01-26 17:44:23,-14.073,-75.7272,"AVENIDA BOLIVAR,ICA,ICA",BEP-786,False,Ica,2023-01-26,17:44,Hunter
BEQ-780 [MBR SAN MARTIN H01],2021-02-26 06:43:52,-12.2483,-76.9327,"CALLE LOS PINOS,VILLA EL SALVADOR,VILLA EL SALVADOR",BEQ-780,False,Lima,2021-02-26,06:43,Hunter
BER-702 [ARENAS JULIAN- JUNIN],2023-01-26 18:37:03,-11.0512,-75.3216,"AVENIDA FRAY JERONIMO JIMENEZ,CHANCHAMAYO,JUNIN",BER-702,False,Junin,2023-01-26,18:37,Hunter
BER-731 [CRISTHIAN HERNANDEZ - CLIENTE ICA],2023-01-26 18:30:53,-14.0414,-75.7408,"AVENIDA JUAN JOSE SALAS,ICA,ICA",BER-731,False,Ica,2023-01-26,18:30,Hunter
BEV-876,2023-01-26 18:34:12,-13.0797,-75.9939,"(-13.0797,-75.9939),CHAVIN,ICA",BEV-876,False,Lima,2023-01-26,18:34,Hunter
BFF-703  [MBR PROCAMPO F01 CESAR GONZAGA],2023-01-26 18:21:50,-11.1081,-77.6071,"AVENIDA MIGUEL GRAU,HUACHO,LIMA",BFF-703,False,Lima,2023-01-26,18:21,Hunter
